dataset_question_id,question_id,concept_name
1912,13737,12.3 Presentation and Analysis of Discrete Data
1913,19338,8.1 Rectangular Coordinates
1914,19339,8.1 Rectangular Coordinates
1915,21089,10.3 Conditions for Parallel Lines
1916,19341,8.1 Rectangular Coordinates
1917,13763,12.3 Presentation and Analysis of Discrete Data
1918,14190,12.3 Presentation and Analysis of Discrete Data
1919,11543,3.1 Simple Problems Involving Percentages
1920,19343,8.1 Rectangular Coordinates
1921,11534,3.1 Simple Problems Involving Percentages
1922,12285,5.1 Estimating Numbers
1923,11545,3.1 Simple Problems Involving Percentages
1924,12670,12.2 Organization of Discrete Data
1925,12173,2.1 Introduction to Algebra
1926,14147,9.2 Transformation
1927,11675,4.1 Fomulating Inequalities
1928,15485,7.2 Prism
1929,14186,9.2 Transformation
1930,14233,9.2 Transformation
1931,11449,2.3 Application Problems in One Unknown Equations
1932,15504,7.2 Prism
1933,14329,9.2 Transformation
1934,14163,9.2 Transformation
1935,14175,9.2 Transformation
1936,11795,3.5 Simple Interest
1937,12184,4.3 Sequences
1938,12175,4.3 Sequences
1939,12176,4.3 Sequences
1940,12183,4.3 Sequences
1941,12162,4.3 Sequences
1942,12188,4.3 Sequences
1943,12164,4.3 Sequences
1944,12155,4.3 Sequences
1945,15687,9.3 Effects of Transformations on Coordinates
1946,15691,9.3 Effects of Transformations on Coordinates
1947,15689,9.3 Effects of Transformations on Coordinates
1948,15047,9.3 Effects of Transformations on Coordinates
1949,15667,9.3 Effects of Transformations on Coordinates
1950,15666,9.3 Effects of Transformations on Coordinates
1951,15057,9.3 Effects of Transformations on Coordinates
1952,15665,9.3 Effects of Transformations on Coordinates
1953,15692,9.3 Effects of Transformations on Coordinates
1954,21031,10.2 Angles Relating to Parallel Lines
1955,21037,10.2 Angles Relating to Parallel Lines
1956,20971,10.1 Angles Relating to Intersecting Lines
1957,11438,2.3 Application Problems in One Unknown Equations
1958,14183,6.3 3-D Figures
1959,14275,9.2 Transformation
1960,11790,3.4 Discount
1961,14182,9.2 Transformation
1962,15048,9.3 Effects of Transformations on Coordinates
1963,15053,9.3 Effects of Transformations on Coordinates
1964,11426,2.3 Application Problems in One Unknown Equations
1965,14659,9.3 Effects of Transformations on Coordinates
1966,12223,2.1 Introduction to Algebra
1967,15672,9.3 Effects of Transformations on Coordinates
1968,13341,12.3 Presentation and Analysis of Discrete Data
1969,15671,9.3 Effects of Transformations on Coordinates
1970,15670,9.3 Effects of Transformations on Coordinates
1971,13598,12.3 Presentation and Analysis of Discrete Data
1972,15669,9.3 Effects of Transformations on Coordinates
1973,13548,12.3 Presentation and Analysis of Discrete Data
1974,15664,9.3 Effects of Transformations on Coordinates
1975,11417,2.2 Algebraic Equations in One Unknown
1976,14176,12.3 Presentation and Analysis of Discrete Data
1977,21038,10.2 Angles Relating to Parallel Lines
1978,13525,12.2 Organization of Discrete Data
1979,14324,9.2 Transformation
1980,14301,9.2 Transformation
1981,14294,9.2 Transformation
1982,14287,9.2 Transformation
1983,14221,9.2 Transformation
1984,14251,9.2 Transformation
1985,14264,9.2 Transformation
1986,11693,5.2 Estimating Measurement
1987,11700,5.2 Estimating Measurement
1988,11702,5.2 Estimating Measurement
1989,11703,5.2 Estimating Measurement
1990,11712,5.2 Estimating Measurement
1991,11726,5.2 Estimating Measurement
1992,21027,10.2 Angles Relating to Parallel Lines
1993,20055,8.4 Polar Coordinates
1994,19490,8.3 Area of a Plane Figure
1995,11420,2.2 Algebraic Equations in One Unknown
1996,11421,2.2 Algebraic Equations in One Unknown
1997,11423,2.2 Algebraic Equations in One Unknown
1998,11424,2.2 Algebraic Equations in One Unknown
1999,11567,3.2 Percentage Change
2000,11569,3.2 Percentage Change
2001,11582,3.2 Percentage Change
2002,11587,3.2 Percentage Change
2003,11590,3.2 Percentage Change
2004,11589,3.2 Percentage Change
2005,14197,9.2 Transformation
2006,14207,9.2 Transformation
2007,14257,9.2 Transformation
2008,12154,2.1 Introduction to Algebra
2009,12159,2.1 Introduction to Algebra
2010,11407,2.2 Algebraic Equations in One Unknown
2011,11401,2.2 Algebraic Equations in One Unknown
2012,11406,2.2 Algebraic Equations in One Unknown
2013,11408,2.2 Algebraic Equations in One Unknown
2014,11435,2.3 Application Problems in One Unknown Equations
2015,12168,4.3 Sequences
2016,12189,4.3 Sequences
2017,12172,4.3 Sequences
2018,12149,4.3 Sequences
2019,12192,4.3 Sequences
2020,11588,3.2 Percentage Change
2021,21109,10.3 Conditions for Parallel Lines
2022,21103,10.3 Conditions for Parallel Lines
2023,13347,12.3 Presentation and Analysis of Discrete Data
2024,13496,12.3 Presentation and Analysis of Discrete Data
2025,13434,12.3 Presentation and Analysis of Discrete Data
2026,12221,2.1 Introduction to Algebra
2027,11409,2.2 Algebraic Equations in One Unknown
2028,14846,7.2 Prism
2029,15526,7.2 Prism
2030,15543,7.2 Prism
2031,14946,7.2 Prism
2032,15386,7.2 Prism
2033,15416,7.2 Prism
2034,21097,10.3 Conditions for Parallel Lines
2035,21101,10.3 Conditions for Parallel Lines
2036,11771,3.4 Discount
2037,11770,3.4 Discount
2038,11769,3.4 Discount
2039,12165,4.3 Sequences
2040,21090,10.3 Conditions for Parallel Lines
2041,11774,3.4 Discount
2042,11762,3.4 Discount
2043,21416,8.3 Area of a Plane Figure
2044,12563,12.1 Collection and Classification of Data
2045,11528,3.1 Simple Problems Involving Percentages
2046,11551,3.1 Simple Problems Involving Percentages
2047,14535,9.2 Transformation
2048,12266,5.1 Estimating Numbers
2049,12294,5.1 Estimating Numbers
2050,12212,2.1 Introduction to Algebra
2051,12220,2.1 Introduction to Algebra
2052,14840,7.2 Prism
2053,11741,3.3 Profit and Loss
2054,21032,10.2 Angles Relating to Parallel Lines
2055,12279,5.1 Estimating Numbers
2056,12289,5.1 Estimating Numbers
2057,12284,5.1 Estimating Numbers
2058,12280,5.1 Estimating Numbers
2059,15690,9.3 Effects of Transformations on Coordinates
2060,11824,3.5 Simple Interest
2061,11823,3.5 Simple Interest
2062,11821,3.5 Simple Interest
2063,11820,3.5 Simple Interest
2064,11822,3.5 Simple Interest
2065,19358,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2066,11665,4.1 Fomulating Inequalities
2067,11686,4.1 Fomulating Inequalities
2068,11670,4.1 Fomulating Inequalities
2069,11672,4.1 Fomulating Inequalities
2070,11716,5.2 Estimating Measurement
2071,11728,3.3 Profit and Loss
2072,20552,8.4 Polar Coordinates
2073,20554,8.4 Polar Coordinates
2074,21399,8.3 Area of a Plane Figure
2075,21402,8.3 Area of a Plane Figure
2076,11730,3.3 Profit and Loss
2077,11731,3.3 Profit and Loss
2078,11732,3.3 Profit and Loss
2079,13642,6.1 Basic Geometric Knowledge
2080,11450,2.3 Application Problems in One Unknown Equations
2081,13699,6.1 Basic Geometric Knowledge
2082,11448,2.3 Application Problems in One Unknown Equations
2083,12197,2.1 Introduction to Algebra
2084,12196,4.4 Introduction to Functions
2085,12200,4.4 Introduction to Functions
2086,12208,4.4 Introduction to Functions
2087,11801,3.5 Simple Interest
2088,11802,3.5 Simple Interest
2089,12241,4.4 Introduction to Functions
2090,21112,10.3 Conditions for Parallel Lines
2091,11584,3.2 Percentage Change
2092,11808,3.5 Simple Interest
2093,11810,3.5 Simple Interest
2094,12211,4.4 Introduction to Functions
2095,11811,3.5 Simple Interest
2096,21111,10.3 Conditions for Parallel Lines
2097,12238,4.4 Introduction to Functions
2098,11733,3.3 Profit and Loss
2099,11749,3.3 Profit and Loss
2100,12205,4.4 Introduction to Functions
2101,12232,4.4 Introduction to Functions
2102,12198,4.4 Introduction to Functions
2103,11812,3.5 Simple Interest
2104,12210,4.4 Introduction to Functions
2105,11814,3.5 Simple Interest
2106,12214,4.4 Introduction to Functions
2107,11576,3.2 Percentage Change
2108,12234,4.4 Introduction to Functions
2109,12218,4.4 Introduction to Functions
2110,11661,4.1 Fomulating Inequalities
2111,11664,4.1 Fomulating Inequalities
2112,12230,4.4 Introduction to Functions
2113,12239,4.4 Introduction to Functions
2114,11740,3.3 Profit and Loss
2115,11739,3.3 Profit and Loss
2116,12243,4.4 Introduction to Functions
2117,12203,4.4 Introduction to Functions
2118,12213,4.4 Introduction to Functions
2119,12237,4.4 Introduction to Functions
2120,12217,4.4 Introduction to Functions
2121,12202,4.4 Introduction to Functions
2122,12235,4.4 Introduction to Functions
2123,20962,10.1 Angles Relating to Intersecting Lines
2124,12233,4.4 Introduction to Functions
2125,12227,4.4 Introduction to Functions
2126,12229,4.4 Introduction to Functions
2127,12222,4.4 Introduction to Functions
2128,12226,4.4 Introduction to Functions
2129,12224,4.4 Introduction to Functions
2130,12199,4.4 Introduction to Functions
2131,14298,9.2 Transformation
2132,20056,8.4 Polar Coordinates
2133,14509,9.2 Transformation
2134,14538,9.2 Transformation
2135,14355,9.2 Transformation
2136,11761,3.4 Discount
2137,11763,3.4 Discount
2138,11784,3.4 Discount
2139,11788,3.4 Discount
2140,19349,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2141,20959,10.1 Angles Relating to Intersecting Lines
2142,19350,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2143,12158,4.3 Sequences
2144,12160,4.3 Sequences
2145,15603,7.1 Areas of Simple Polygons
2146,15602,7.1 Areas of Simple Polygons
2147,15599,7.1 Areas of Simple Polygons
2148,14947,7.2 Prism
2149,13668,6.1 Basic Geometric Knowledge
2150,13690,6.1 Basic Geometric Knowledge
2151,15335,7.1 Areas of Simple Polygons
2152,11737,3.3 Profit and Loss
2153,15507,7.1 Areas of Simple Polygons
2154,11738,3.3 Profit and Loss
2155,15598,7.1 Areas of Simple Polygons
2156,15288,7.1 Areas of Simple Polygons
2157,11757,3.3 Profit and Loss
2158,11561,3.2 Percentage Change
2159,13636,6.1 Basic Geometric Knowledge
2160,11562,3.2 Percentage Change
2161,13685,6.1 Basic Geometric Knowledge
2162,11564,3.2 Percentage Change
2163,11734,3.3 Profit and Loss
2164,11735,3.3 Profit and Loss
2165,11743,3.3 Profit and Loss
2166,11736,3.3 Profit and Loss
2167,11692,4.1 Fomulating Inequalities
2168,15178,7.1 Areas of Simple Polygons
2169,15261,7.1 Areas of Simple Polygons
2170,15556,7.1 Areas of Simple Polygons
2171,14815,7.1 Areas of Simple Polygons
2172,14890,7.1 Areas of Simple Polygons
2173,11789,3.4 Discount
2174,15476,7.1 Areas of Simple Polygons
2175,12473,12.1 Collection and Classification of Data
2176,12537,12.1 Collection and Classification of Data
2177,12231,2.1 Introduction to Algebra
2178,14878,7.2 Prism
2179,14552,9.2 Transformation
2180,15555,7.1 Areas of Simple Polygons
2181,20992,10.2 Angles Relating to Parallel Lines
2182,13343,12.2 Organization of Discrete Data
2183,13333,12.2 Organization of Discrete Data
2184,12626,12.2 Organization of Discrete Data
2185,11436,2.3 Application Problems in One Unknown Equations
2186,14828,7.1 Areas of Simple Polygons
2187,14944,7.1 Areas of Simple Polygons
2188,19500,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2189,15518,7.1 Areas of Simple Polygons
2190,20553,8.4 Polar Coordinates
2191,12186,4.3 Sequences
2192,12178,4.3 Sequences
2193,15298,7.1 Areas of Simple Polygons
2194,15316,7.1 Areas of Simple Polygons
2195,11439,2.3 Application Problems in One Unknown Equations
2196,23884,31.1 Introduction of Probability
2197,23898,31.1 Introduction of Probability
2198,23954,31.1 Introduction of Probability
2199,23946,31.1 Introduction of Probability
2200,23964,31.1 Introduction of Probability
2201,23880,31.1 Introduction of Probability
2202,23903,31.1 Introduction of Probability
2203,23953,31.1 Introduction of Probability
2204,23963,31.1 Introduction of Probability
2205,23958,31.1 Introduction of Probability
2206,23962,31.1 Introduction of Probability
2207,23938,31.1 Introduction of Probability
2208,23957,31.1 Introduction of Probability
2209,23951,31.1 Introduction of Probability
2210,23959,31.1 Introduction of Probability
2211,23961,31.1 Introduction of Probability
2212,23960,31.1 Introduction of Probability
2213,23888,31.1 Introduction of Probability
2214,24236,31.3 More about Probability
2215,24250,31.3 More about Probability
2216,24291,31.3 More about Probability
2217,24319,31.3 More about Probability
2218,24251,31.3 More about Probability
2219,24316,31.3 More about Probability
2220,24261,31.3 More about Probability
2221,24275,31.3 More about Probability
2222,24240,31.3 More about Probability
2223,12182,4.3 Sequences
2224,12277,5.1 Estimating Numbers
2225,14347,9.2 Transformation
2226,11671,4.1 Fomulating Inequalities
2227,19484,8.3 Area of a Plane Figure
2228,21418,8.3 Area of a Plane Figure
2229,21421,8.3 Area of a Plane Figure
2230,14885,7.2 Prism
2231,13645,6.1 Basic Geometric Knowledge
2232,19362,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2233,19364,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2234,19365,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2235,19352,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2236,19353,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2237,19354,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2238,19368,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2239,19370,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2240,11747,3.3 Profit and Loss
2241,11748,3.3 Profit and Loss
2242,20558,8.4 Polar Coordinates
2243,20556,8.4 Polar Coordinates
2244,20559,8.4 Polar Coordinates
2245,20561,8.4 Polar Coordinates
2246,20562,8.4 Polar Coordinates
2247,11815,3.5 Simple Interest
2248,14834,7.1 Areas of Simple Polygons
2249,13715,12.3 Presentation and Analysis of Discrete Data
2250,12320,5.1 Estimating Numbers
2251,12170,4.3 Sequences
2252,15514,7.1 Areas of Simple Polygons
2253,15491,7.1 Areas of Simple Polygons
2254,15280,7.1 Areas of Simple Polygons
2255,19499,8.2 Distances bewteen two Points on a Horizontal or Vertical Line
2256,12341,14.4 Addition and Subtraction of Polynomials
2257,12330,14.4 Addition and Subtraction of Polynomials
2258,15243,7.1 Areas of Simple Polygons
2259,21841,22.2 Converse of Pythagoras' Theorem
2260,20217,22.1 Pythagoras' Theorem
2261,12084,16.1 Simple Algebraic Fractions
2262,20551,8.4 Polar Coordinates
2263,20557,8.4 Polar Coordinates
2264,20555,8.4 Polar Coordinates
2265,20560,8.4 Polar Coordinates
2266,20550,8.4 Polar Coordinates
